,Device,Time,Longitude,Latitude
114356,348,2014-02-01 12:21:22.760698,42.1218857213711,12.5922246689185
114357,348,2014-02-01 12:21:22.761365,42.1218857213711,12.5922246689185
114359,348,2014-02-01 12:21:23.235954,42.121676017441,12.5917044190593
114360,348,2014-02-01 12:21:23.237087,42.121676017441,12.5917044190593
114366,348,2014-02-01 12:21:24.403644,42.1215719966857,12.5914928315794
114367,348,2014-02-01 12:21:24.404342,42.1215719966857,12.5914928315794
116330,348,2014-02-01 12:30:28.217682,42.0749467204122,12.5405721333239
116331,348,2014-02-01 12:30:28.218327,42.0749467204122,12.5405721333239
116343,348,2014-02-01 12:30:31.078523,42.0749467204122,12.5405721333239
116393,348,2014-02-01 12:30:45.410254,42.0732375389254,12.5384679909512
116451,348,2014-02-01 12:31:00.383588,42.072715946064,12.5381727773044
116518,348,2014-02-01 12:31:16.277084,42.0715273661797,12.5365986974903
116568,348,2014-02-01 12:31:30.736892,42.0700033930804,12.5347363280819
116645,348,2014-02-01 12:31:51.430792,42.0676793530814,12.5338652559463
116691,348,2014-02-01 12:32:02.400987,42.0656410799027,12.5340963873658
116754,348,2014-02-01 12:32:17.784343,42.0637977168958,12.5327572123728
116801,348,2014-02-01 12:32:30.470382,42.0617790211412,12.5306635339881
116859,348,2014-02-01 12:32:46.036785,42.0599770288875,12.5291537077403
116915,348,2014-02-01 12:33:00.406226,42.0583469254714,12.5266413175292
116979,348,2014-02-01 12:33:16.054956,42.0565332627428,12.5241655705214
117036,348,2014-02-01 12:33:30.726251,42.0545222704752,12.5223519989211
117118,348,2014-02-01 12:33:48.767080,42.0528353338779,12.520747518508
117160,348,2014-02-01 12:34:00.643972,42.0510300100436,12.5199776924086
117221,348,2014-02-01 12:34:16.224990,42.0489894599471,12.5200449120073
117288,348,2014-02-01 12:34:32.120070,42.0471725755498,12.5187927300199
117344,348,2014-02-01 12:34:45.381948,42.0451480557851,12.5178124756388
117409,348,2014-02-01 12:35:00.701757,42.0434905382498,12.5163169995002
117468,348,2014-02-01 12:35:15.708164,42.0422166453235,12.5136903425045
117540,348,2014-02-01 12:35:33.130871,42.0407387701971,12.5116530897433
117586,348,2014-02-01 12:35:45.719255,42.0390699496105,12.509759920715
117651,348,2014-02-01 12:36:01.045411,42.0374336558935,12.5082294110761
117713,348,2014-02-01 12:36:16.798886,42.0355260048986,12.5070613581079
117781,348,2014-02-01 12:36:32.282306,42.033686095726,12.5065419814002
117834,348,2014-02-01 12:36:45.719838,42.0314078218312,12.506512856842
117892,348,2014-02-01 12:37:00.712590,42.0292673976415,12.5063424754836
117964,348,2014-02-01 12:37:18.185571,42.027404360796,12.5054123296351
118021,348,2014-02-01 12:37:30.484223,42.02561320395,12.5048773533118
118084,348,2014-02-01 12:37:45.722954,42.0240419429623,12.504906479114
118148,348,2014-02-01 12:38:01.207986,42.0224008658165,12.5054341162053
118203,348,2014-02-01 12:38:15.671382,42.0206056483703,12.5050703334926
118270,348,2014-02-01 12:38:30.721570,42.0187044813997,12.505163887069
118334,348,2014-02-01 12:38:46.546367,42.0165791756741,12.5048684928122
118397,348,2014-02-01 12:39:01.031091,42.0147271231067,12.5035959649227
118457,348,2014-02-01 12:39:15.422280,42.0126660497819,12.502753548866
118516,348,2014-02-01 12:39:30.725575,42.0108362844867,12.5020375488004
118577,348,2014-02-01 12:39:45.394824,42.0088860936739,12.5017581718065
118642,348,2014-02-01 12:40:00.719251,42.0071085573487,12.5009450179746
118708,348,2014-02-01 12:40:15.322128,42.005317360911,12.4996901311573
118774,348,2014-02-01 12:40:30.308537,42.003896365569,12.4992642538596
118843,348,2014-02-01 12:40:45.702430,42.002254294756,12.4990703859426
118916,348,2014-02-01 12:41:01.687934,42.0018722083646,12.4970136651883
118972,348,2014-02-01 12:41:15.715634,42.0015125980109,12.4949381097115
119042,348,2014-02-01 12:41:30.934968,42.0008094646169,12.4953508397529
119096,348,2014-02-01 12:41:45.711087,41.9997675609786,12.4968439081707
119163,348,2014-02-01 12:42:00.990943,41.9965589594404,12.4971523716651
119223,348,2014-02-01 12:42:15.383350,41.9937456728274,12.4955435432919
119288,348,2014-02-01 12:42:30.406579,41.9909976010757,12.4948590999627
119360,348,2014-02-01 12:42:45.301111,41.9884464527485,12.4951645731611
119421,348,2014-02-01 12:43:00.411293,41.9867433987581,12.4930206426928
119482,348,2014-02-01 12:43:15.700861,41.9857184768575,12.492334587963
119546,348,2014-02-01 12:43:30.721865,41.9855661519159,12.4923924540569
119613,348,2014-02-01 12:43:46.050246,41.9849409513974,12.4919102318176
119674,348,2014-02-01 12:44:00.797859,41.9856700477414,12.4922410085817
119743,348,2014-02-01 12:44:17.835351,41.9860230918981,12.4946377322788
119792,348,2014-02-01 12:44:30.719996,41.9875020842232,12.4974251758379
119855,348,2014-02-01 12:44:46.016055,41.9893244368946,12.5000825242702
119925,348,2014-02-01 12:45:00.635742,41.9906994720794,12.5029412534602
119982,348,2014-02-01 12:45:15.703283,41.9908105602251,12.5060014875505
120046,348,2014-02-01 12:45:30.784297,41.9905391900909,12.5089010486509
120118,348,2014-02-01 12:45:45.798287,41.989409436461,12.5115817794272
120179,348,2014-02-01 12:46:00.414475,41.9879702143675,12.5146413998265
120252,348,2014-02-01 12:46:18.302709,41.9865933961704,12.5164980831271
120312,348,2014-02-01 12:46:30.343390,41.9855886886817,12.5183051372079
120382,348,2014-02-01 12:46:45.620265,41.9853904868714,12.5173690115477
120449,348,2014-02-01 12:47:01.074302,41.9858127503405,12.515961584482
120518,348,2014-02-01 12:47:15.479210,41.9872659927817,12.5158298935339
120607,348,2014-02-01 12:47:34.774872,41.987059520923,12.5142700746981
120654,348,2014-02-01 12:47:45.854356,41.9864387664847,12.5130358901555
120717,348,2014-02-01 12:48:00.706371,41.9852716667213,12.5133577861499
