,Device,Time,Longitude,Latitude
1435835,88,2014-03-02 15:12:44.726554,41.9475897504235,12.5232622450981
1435836,88,2014-03-02 15:12:44.727247,41.9475897504235,12.5232622450981
1435902,88,2014-03-02 15:12:51.973955,41.9475897504235,12.5232622450981
1435957,88,2014-03-02 15:12:58.743688,41.9475673719954,12.5231637513406
1436016,88,2014-03-02 15:13:06.031609,41.9474768692808,12.5231072581611
1436067,88,2014-03-02 15:13:12.762748,41.9473606038781,12.522944258351
1436124,88,2014-03-02 15:13:19.764414,41.9471889141774,12.5227626722408
1436185,88,2014-03-02 15:13:26.814312,41.9469278355513,12.5223733061447
1436278,88,2014-03-02 15:13:38.357309,41.9467945240707,12.5222558814771
1436303,88,2014-03-02 15:13:40.766754,41.9467190827124,12.5225010111044
1436366,88,2014-03-02 15:13:47.767336,41.9465740214078,12.5229679457312
1436439,88,2014-03-02 15:13:56.478227,41.9464409859587,12.5233776772583
1436488,88,2014-03-02 15:14:02.506001,41.946308393388,12.5237907486403
1436542,88,2014-03-02 15:14:09.112896,41.9462618286151,12.5238305828458
1436599,88,2014-03-02 15:14:16.128946,41.9462618286151,12.5238305828458
1436649,88,2014-03-02 15:14:23.102798,41.9462217836104,12.5235894892598
1436724,88,2014-03-02 15:14:30.757037,41.9462712304892,12.5226042724285
1436775,88,2014-03-02 15:14:37.067600,41.9463232669308,12.521805001675
1436835,88,2014-03-02 15:14:48.807011,41.9463917121225,12.5209002218472
1436889,88,2014-03-02 15:14:50.854638,41.9464511070479,12.5195762849019
1436947,88,2014-03-02 15:14:57.891621,41.9464913632583,12.5187193865558
1437010,88,2014-03-02 15:15:05.038021,41.9465155221203,12.518007297091
1437088,88,2014-03-02 15:15:14.703398,41.9464862352801,12.5175381083289
1437122,88,2014-03-02 15:15:18.758435,41.9464862352801,12.5175381083289
1437186,88,2014-03-02 15:15:26.989615,41.9464862352801,12.5175381083289
1437235,88,2014-03-02 15:15:32.866890,41.9464862352801,12.5175381083289
1437294,88,2014-03-02 15:15:39.873223,41.9464675362319,12.5175004898231
1437361,88,2014-03-02 15:15:48.059824,41.9464675362319,12.5175004898231
1437411,88,2014-03-02 15:15:54.301951,41.9464675362319,12.5175004898231
1437466,88,2014-03-02 15:16:01.132991,41.9464390064586,12.5172774660238
1437523,88,2014-03-02 15:16:08.175592,41.9463388043114,12.5166038052313
1437579,88,2014-03-02 15:16:15.178400,41.9461440515332,12.5153784882916
1437647,88,2014-03-02 15:16:24.625241,41.9459625495271,12.5144800484907
1437702,88,2014-03-02 15:16:28.822269,41.9456190175952,12.513718890657
1437761,88,2014-03-02 15:16:36.016574,41.9445200713109,12.5130345041895
1437829,88,2014-03-02 15:16:44.452358,41.9437672377041,12.5125846216568
1437867,88,2014-03-02 15:16:49.729763,41.9432503030664,12.5117298627186
1437927,88,2014-03-02 15:16:56.814935,41.9426689047428,12.5101889270556
1437985,88,2014-03-02 15:17:04.084331,41.9422496431789,12.5091871841207
1438061,88,2014-03-02 15:17:12.542135,41.9417306368783,12.5082275062191
1438105,88,2014-03-02 15:17:17.732716,41.9406450865273,12.5078321301957
1438165,88,2014-03-02 15:17:24.778282,41.9401570897082,12.5079361035987
1438221,88,2014-03-02 15:17:31.778440,41.9396163996,12.5082073413811
1438275,88,2014-03-02 15:17:38.805377,41.9386917517719,12.5087220307613
1438377,88,2014-03-02 15:17:50.483609,41.9379125316772,12.508777487522
1438393,88,2014-03-02 15:17:52.773241,41.9371469335325,12.5087467741683
1438453,88,2014-03-02 15:18:00.309570,41.9363437087633,12.5087646154241
1438516,88,2014-03-02 15:18:07.588368,41.9361990597679,12.5087711035968
1438573,88,2014-03-02 15:18:14.309193,41.9361990597679,12.5087711035968
1438637,88,2014-03-02 15:18:21.758301,41.9361990597679,12.5087711035968
1438689,88,2014-03-02 15:18:28.446409,41.9361990597679,12.5087711035968
1438743,88,2014-03-02 15:18:35.388632,41.9361990597679,12.5087711035968
