,Device,Time,Longitude,Latitude
111644,187,2014-02-01 17:07:57.458429,41.8906,12.4939
111645,187,2014-02-01 17:08:12.441820,41.8906,12.4939
111646,187,2014-02-01 17:08:27.461593,41.8906,12.4939
111647,187,2014-02-01 17:08:43.083781,41.8906,12.4939
111648,187,2014-02-01 17:08:57.713027,41.8905,12.4942
111649,187,2014-02-01 17:09:12.458897,41.8901,12.4963
111650,187,2014-02-01 17:09:27.439178,41.8896,12.4991
111651,187,2014-02-01 17:09:42.461988,41.8891,12.502
111652,187,2014-02-01 17:09:57.459081,41.8892,12.5032
111653,187,2014-02-01 17:10:12.442718,41.8895,12.5046
111654,187,2014-02-01 17:10:27.456996,41.8901,12.5062
111655,187,2014-02-01 17:10:42.447702,41.8905,12.5071
111656,187,2014-02-01 17:11:57.721488,41.8905,12.5116
111657,187,2014-02-01 17:12:12.789833,41.8905,12.5116
111658,187,2014-02-01 17:12:27.757811,41.8905,12.5116
111659,187,2014-02-01 17:12:42.458496,41.8897,12.5131
111660,187,2014-02-01 17:12:57.464199,41.8892,12.514000000000001
111661,187,2014-02-01 17:13:12.441504,41.8895,12.5145
111662,187,2014-02-01 17:13:27.450542,41.8901,12.5149
111663,187,2014-02-01 17:13:57.441270,41.8903,12.517000000000001
111664,187,2014-02-01 17:14:12.446415,41.8899,12.517999999999999
111665,187,2014-02-01 17:14:27.447730,41.8899,12.517999999999999
111666,187,2014-02-01 17:14:42.463641,41.8899,12.517999999999999
111667,187,2014-02-01 17:14:57.445256,41.8899,12.517999999999999
111668,187,2014-02-01 17:15:13.897037,41.8895,12.5185
111669,187,2014-02-01 17:15:27.464117,41.8885,12.5185
111670,187,2014-02-01 17:15:42.447685,41.8876,12.5175
111671,187,2014-02-01 17:15:57.445687,41.8874,12.5166
111672,187,2014-02-01 17:16:12.439963,41.8875,12.5165
111673,187,2014-02-01 17:16:27.438682,41.8875,12.5165
111674,187,2014-02-01 17:16:42.465006,41.8875,12.5165
111675,187,2014-02-01 17:16:57.448719,41.8875,12.5165
111676,187,2014-02-01 17:17:12.445598,41.8873,12.5155
