,Device,Time,Longitude,Latitude
76489,140,2014-02-01 08:55:08.065048,41.8485,12.4824
76490,140,2014-02-01 08:55:22.776041,41.8502,12.4849
76491,140,2014-02-01 08:55:37.734820,41.8508,12.4856
76492,140,2014-02-01 08:55:52.829747,41.8508,12.4856
76493,140,2014-02-01 08:56:08.155554,41.8508,12.4856
76494,140,2014-02-01 08:56:23.087472,41.8508,12.4856
76495,140,2014-02-01 08:56:37.687445,41.8518,12.487
76496,140,2014-02-01 08:56:52.722694,41.8535,12.4894
76497,140,2014-02-01 08:57:10.352228,41.8552,12.4918
76498,140,2014-02-01 08:57:22.798783,41.8569,12.4943
76499,140,2014-02-01 08:57:38.087845,41.8585,12.4965
76500,140,2014-02-01 08:57:52.751087,41.8598,12.4982
76501,140,2014-02-01 08:58:07.790961,41.8614,12.4984
76502,140,2014-02-01 08:58:23.074440,41.8628,12.4979
76503,140,2014-02-01 08:58:38.073993,41.8633,12.4979
76504,140,2014-02-01 08:58:54.020189,41.8635,12.4978
76505,140,2014-02-01 08:59:08.136379,41.8645,12.4974
76506,140,2014-02-01 08:59:22.731258,41.8664,12.4968
76507,140,2014-02-01 08:59:38.138612,41.8681,12.4965
76508,140,2014-02-01 08:59:52.803439,41.8704,12.4965
76509,140,2014-02-01 09:00:12.586172,41.8723,12.4967
76510,140,2014-02-01 09:00:23.395648,41.873000000000005,12.4968
76511,140,2014-02-01 09:00:23.396326,41.873000000000005,12.4968
76512,140,2014-02-01 09:00:24.963278,41.8732,12.4968
76513,140,2014-02-01 09:00:40.313786,41.8744,12.4968
76514,140,2014-02-01 09:00:56.013779,41.8747,12.4967
76515,140,2014-02-01 09:01:12.539373,41.8747,12.4967
76516,140,2014-02-01 09:01:49.663948,41.8748,12.4964
76517,140,2014-02-01 09:01:49.670737,41.875,12.4954
76518,140,2014-02-01 09:01:50.248280,41.8757,12.4944
76519,140,2014-02-01 09:01:50.249000,41.8757,12.4944
76520,140,2014-02-01 09:01:51.788440,41.8757,12.4944
76521,140,2014-02-01 09:02:06.817983,41.8773,12.492
76522,140,2014-02-01 09:02:21.781448,41.8785,12.4904
76523,140,2014-02-01 09:02:36.737108,41.8797,12.4901
76524,140,2014-02-01 09:02:52.098169,41.8813,12.4902
76525,140,2014-02-01 09:03:06.747288,41.8828,12.4905
76526,140,2014-02-01 09:03:21.757105,41.8832,12.4904
76527,140,2014-02-01 09:03:36.758059,41.8837,12.4901
76528,140,2014-02-01 09:03:52.235106,41.8843,12.4895
76529,140,2014-02-01 09:04:06.757377,41.8843,12.4895
76530,140,2014-02-01 09:04:21.779607,41.8848,12.4894
76531,140,2014-02-01 09:04:37.124944,41.8855,12.4881
76532,140,2014-02-01 09:04:52.099447,41.8864,12.4865
76533,140,2014-02-01 09:05:07.164607,41.8872,12.485
76534,140,2014-02-01 09:05:22.417285,41.8878,12.4839
76535,140,2014-02-01 09:05:37.236996,41.888000000000005,12.4836
76536,140,2014-02-01 09:05:52.455470,41.8883,12.4832
76537,140,2014-02-01 09:06:06.758307,41.8889,12.4822
76538,140,2014-02-01 09:06:21.779220,41.8895,12.4812
76539,140,2014-02-01 10:29:47.811755,41.8899,12.4939
76540,140,2014-02-01 10:30:03.184104,41.8894,12.4936
76541,140,2014-02-01 10:30:17.740474,41.8894,12.4936
76542,140,2014-02-01 10:30:32.711343,41.8894,12.4935
76543,140,2014-02-01 10:30:48.126432,41.8892,12.4917
76544,140,2014-02-01 10:31:02.818804,41.888000000000005,12.49
76545,140,2014-02-01 10:31:20.199735,41.8856,12.4894
76546,140,2014-02-01 10:31:33.044159,41.885,12.4892
76547,140,2014-02-01 10:31:48.247402,41.8849,12.4891
76548,140,2014-02-01 10:32:03.171638,41.8844,12.4889
76549,140,2014-02-01 10:32:18.161368,41.8844,12.4889
76550,140,2014-02-01 10:32:33.128048,41.8844,12.4889
76551,140,2014-02-01 10:32:48.862716,41.88399999999999,12.4893
76552,140,2014-02-01 10:33:02.745837,41.8829,12.4904
76553,140,2014-02-01 10:33:17.738775,41.8827,12.4905
76554,140,2014-02-01 10:33:32.735040,41.8812,12.49
76555,140,2014-02-01 10:33:47.750997,41.8794,12.4899
76556,140,2014-02-01 10:34:02.755519,41.8784,12.4902
76557,140,2014-02-01 10:34:18.231990,41.8769,12.4925
76558,140,2014-02-01 10:34:32.759982,41.8754,12.4948
76559,140,2014-02-01 10:34:48.947878,41.8741,12.4964
76560,140,2014-02-01 10:35:02.718981,41.8733,12.4965
76561,140,2014-02-01 10:35:17.748710,41.8733,12.4965
76562,140,2014-02-01 10:35:32.751451,41.8733,12.4965
76563,140,2014-02-01 10:35:47.717868,41.8733,12.4965
76564,140,2014-02-01 10:36:06.605411,41.8728,12.4964
76565,140,2014-02-01 10:36:17.786030,41.8708,12.4962
76566,140,2014-02-01 10:36:33.788386,41.8682,12.4961
76567,140,2014-02-01 10:36:48.913925,41.8659,12.4967
76568,140,2014-02-01 10:37:03.135151,41.8642,12.4972
76569,140,2014-02-01 10:37:17.761986,41.8624,12.4978
76570,140,2014-02-01 10:37:32.747289,41.8604,12.4982
76571,140,2014-02-01 10:37:47.719597,41.8586,12.4965
76572,140,2014-02-01 10:38:03.145335,41.857,12.4942
76573,140,2014-02-01 10:38:17.723038,41.8553,12.4918
76574,140,2014-02-01 10:38:32.722550,41.8535,12.4893
76575,140,2014-02-01 10:38:48.098840,41.8531,12.4886
76576,140,2014-02-01 10:39:03.061551,41.8531,12.4886
76577,140,2014-02-01 10:39:17.752153,41.8525,12.4877
76578,140,2014-02-01 10:39:32.752047,41.8513,12.4859
76579,140,2014-02-01 10:39:48.102150,41.8498,12.4839
76580,140,2014-02-01 12:32:10.236261,41.8497,12.4745
76581,140,2014-02-01 12:32:24.973752,41.8519,12.4736
76582,140,2014-02-01 12:32:39.969267,41.8521,12.4735
76583,140,2014-02-01 12:32:55.234863,41.8532,12.472999999999999
76584,140,2014-02-01 12:33:10.354966,41.8547,12.4723
76585,140,2014-02-01 12:33:28.220814,41.8557,12.4735
76586,140,2014-02-01 12:33:39.943922,41.8569,12.4739
76587,140,2014-02-01 12:33:56.453855,41.8569,12.4739
76588,140,2014-02-01 12:34:10.381978,41.8582,12.4743
76589,140,2014-02-01 12:34:24.872184,41.86,12.4755
76590,140,2014-02-01 12:34:40.330866,41.8618,12.4774
76591,140,2014-02-01 12:34:55.288965,41.8631,12.4786
76592,140,2014-02-01 12:35:09.903808,41.865,12.479000000000001
76593,140,2014-02-01 12:35:24.902879,41.867,12.4793
76594,140,2014-02-01 12:35:39.897029,41.8672,12.4793
76595,140,2014-02-01 12:35:55.659451,41.8672,12.4793
76596,140,2014-02-01 12:36:10.603816,41.8672,12.4793
76597,140,2014-02-01 12:36:25.246657,41.8676,12.4794
76598,140,2014-02-01 12:36:39.915338,41.8699,12.4798
76599,140,2014-02-01 12:36:54.872310,41.8715,12.48
76600,140,2014-02-01 12:37:09.906297,41.8719,12.4801
76601,140,2014-02-01 12:37:26.180610,41.8719,12.4801
76602,140,2014-02-01 12:37:39.891606,41.8726,12.4802
76603,140,2014-02-01 12:37:55.328517,41.8728,12.4802
76604,140,2014-02-01 12:38:10.941121,41.8738,12.4804
76605,140,2014-02-01 12:38:25.255649,41.8744,12.4806
76606,140,2014-02-01 12:38:39.915090,41.8753,12.4807
76607,140,2014-02-01 12:38:55.247060,41.8754,12.4807
76608,140,2014-02-01 12:39:10.295459,41.8763,12.4813
76609,140,2014-02-01 12:39:25.012340,41.8775,12.4818
76610,140,2014-02-01 12:39:40.209870,41.8791,12.4828
76611,140,2014-02-01 12:39:56.215513,41.8805,12.4841
76612,140,2014-02-01 12:40:17.173646,41.8821,12.4839
76613,140,2014-02-01 12:40:25.574124,41.8833,12.485
76614,140,2014-02-01 12:40:41.684715,41.8848,12.4849
76615,140,2014-02-01 12:40:55.609325,41.8855,12.4849
76616,140,2014-02-01 12:41:10.617829,41.8865,12.4832
76617,140,2014-02-01 12:41:24.876945,41.8875,12.482000000000001
76618,140,2014-02-01 12:41:40.722918,41.8879,12.4814
76619,140,2014-02-01 12:41:55.223960,41.8882,12.4813
76620,140,2014-02-01 12:42:11.336674,41.8896,12.4812
76621,140,2014-03-01 06:01:55.037833,41.8907,12.4805
76622,140,2014-03-01 06:02:02.027832,41.89,12.4808
76623,140,2014-03-01 06:02:09.025619,41.888999999999996,12.4813
76624,140,2014-03-01 06:02:16.027958,41.8884,12.4813
76625,140,2014-03-01 06:02:23.201911,41.8879,12.4812
76626,140,2014-03-01 06:02:30.028322,41.8875,12.4816
76627,140,2014-03-01 06:02:37.336964,41.8872,12.4821
