,Device,Time,Longitude,Latitude
1102454,294,2014-02-02 19:49:21.212752,41.9348223330638,12.2365177236642
1102455,294,2014-02-02 19:49:21.213362,41.9348223330638,12.2365177236642
1102474,294,2014-02-02 19:49:26.098175,41.9345629672022,12.2362259514026
1102541,294,2014-02-02 19:49:41.098577,41.9342220677281,12.2375091360106
1102609,294,2014-02-02 19:49:56.098932,41.9336725030812,12.2394959840944
1102676,294,2014-02-02 19:50:11.068405,41.9323103002071,12.2403131887903
1102746,294,2014-02-02 19:50:26.099731,41.9308566026132,12.2405234937787
1102814,294,2014-02-02 19:50:41.099978,41.9293329593524,12.2409237754771
1102879,294,2014-02-02 19:50:56.098900,41.9279152452497,12.2399784660039
1102948,294,2014-02-02 19:51:11.174825,41.9263222080262,12.2391568898844
1103010,294,2014-02-02 19:51:26.100260,41.9247856154693,12.2382556279345
1103077,294,2014-02-02 19:51:41.094038,41.9237218781094,12.2388208976547
1103143,294,2014-02-02 19:51:56.066314,41.9227254144092,12.2392292485017
1103206,294,2014-02-02 19:52:11.102331,41.9214750794718,12.2398981317464
1103275,294,2014-02-02 19:52:26.499216,41.9201030921523,12.2397999481172
1103337,294,2014-02-02 19:52:41.089810,41.9192122444654,12.239420339074
1103401,294,2014-02-02 19:52:56.066987,41.9183774136599,12.2393317751077
1103466,294,2014-02-02 19:53:11.090641,41.9177384549903,12.2392072683417
1103532,294,2014-02-02 19:53:26.066906,41.9184603868277,12.2374500918967
1103606,294,2014-02-02 19:53:43.296195,41.9192614821362,12.2353207420045
1103663,294,2014-02-02 19:53:56.094724,41.9192801091466,12.2324717456824
1103728,294,2014-02-02 19:54:11.099324,41.9177534205736,12.2299486352533
1103792,294,2014-02-02 19:54:26.113150,41.9160954048565,12.2271213992146
1103852,294,2014-02-02 19:54:41.103808,41.9144424536249,12.2240113404809
1103936,294,2014-02-02 19:54:58.679792,41.9135576109372,12.2205687584474
1103993,294,2014-02-02 19:55:11.788268,41.9128955258396,12.2163295389243
1104058,294,2014-02-02 19:55:26.066100,41.9133473537242,12.2118704148486
1104127,294,2014-02-02 19:55:42.119156,41.9139067369635,12.2076724376553
1104191,294,2014-02-02 19:55:56.091251,41.9146880131327,12.2049931139854
1104253,294,2014-02-02 19:56:11.092755,41.9150290106679,12.206557282915
1104318,294,2014-02-02 19:56:26.093568,41.9124873392505,12.2079275800478
1104383,294,2014-02-02 19:56:41.094506,41.909441054429,12.2097949331454
1104461,294,2014-02-02 19:56:57.621363,41.9064890580556,12.211564461478
1104522,294,2014-02-02 19:57:11.411399,41.9037258113583,12.2136009550941
1104586,294,2014-02-02 19:57:26.094324,41.9011466314182,12.2162268411281
1104652,294,2014-02-02 19:57:41.115338,41.8985545381657,12.2189392574934
1104712,294,2014-02-02 19:57:56.067047,41.895997297355,12.2216084119505
1104781,294,2014-02-02 19:58:12.970833,41.8934739156605,12.2242744592629
1104841,294,2014-02-02 19:58:26.066049,41.8915708382379,12.2264020629593
1104901,294,2014-02-02 19:58:41.465899,41.8901620683541,12.2277582052773
1104966,294,2014-02-02 19:58:56.101311,41.8879097298745,12.2300901968585
1105027,294,2014-02-02 19:59:11.079717,41.8855147137252,12.2326016541581
1105089,294,2014-02-02 19:59:26.098156,41.8832073951391,12.2350156773809
1105144,294,2014-02-02 19:59:41.097833,41.881214450211,12.2378994809777
1105210,294,2014-02-02 19:59:56.559873,41.8801799525651,12.241685493873
1105269,294,2014-02-02 20:00:11.099387,41.8791869164602,12.2454267991911
