,Device,Time,Longitude,Latitude
83661,156,2014-03-01 00:44:58.108958,41.849,12.4748
83662,156,2014-03-01 00:45:05.276440,41.8497,12.475
83663,156,2014-03-01 00:45:12.109861,41.8502,12.4747
83664,156,2014-03-01 00:45:18.706303,41.8509,12.4741
83665,156,2014-03-01 00:45:28.315212,41.8511,12.474
83666,156,2014-03-01 00:45:32.727560,41.8517,12.4736
83667,156,2014-03-01 00:45:39.684980,41.8528,12.4731
83668,156,2014-03-01 00:45:46.687364,41.8535,12.4728
83669,156,2014-03-01 00:45:53.722861,41.8537,12.4727
83670,156,2014-03-01 00:46:02.923157,41.8537,12.4727
83671,156,2014-03-01 00:46:08.056545,41.8537,12.4727
83672,156,2014-03-01 00:46:15.137711,41.8537,12.4727
83673,156,2014-03-01 00:46:22.132698,41.8537,12.4727
83674,156,2014-03-01 00:46:29.097575,41.8537,12.4727
83675,156,2014-03-01 00:46:36.103065,41.8539,12.4725
83676,156,2014-03-01 00:46:44.148066,41.8547,12.4722
83677,156,2014-03-01 00:46:50.359053,41.8553,12.4719
83678,156,2014-03-01 00:46:56.705925,41.856,12.4717
83679,156,2014-03-01 00:47:03.713886,41.857,12.4714
83680,156,2014-03-01 00:47:11.035599,41.8577,12.4712
83681,156,2014-03-01 00:47:17.685386,41.8584,12.470999999999998
83682,156,2014-03-01 00:47:24.716089,41.8594,12.4707
83683,156,2014-03-01 00:47:31.733110,41.8602,12.4705
83684,156,2014-03-01 00:47:38.714871,41.8609,12.4703
83685,156,2014-03-01 00:47:45.716356,41.8611,12.4703
83686,156,2014-03-01 00:47:52.715150,41.8611,12.4703
83687,156,2014-03-01 00:47:59.716201,41.8611,12.4703
83688,156,2014-03-01 00:48:07.084377,41.8611,12.4703
83689,156,2014-03-01 00:48:14.129943,41.8611,12.4703
83690,156,2014-03-01 00:48:22.259705,41.8612,12.4702
83691,156,2014-03-01 00:48:28.108428,41.8619,12.47
83692,156,2014-03-01 00:48:36.222955,41.8625,12.4699
83693,156,2014-03-01 00:48:42.123658,41.8631,12.4697
83694,156,2014-03-01 00:48:49.082931,41.864,12.4694
83695,156,2014-03-01 00:48:56.110928,41.8646,12.4693
83696,156,2014-03-01 00:49:03.078875,41.8651,12.4692
83697,156,2014-03-01 00:49:10.055047,41.8655,12.4691
83698,156,2014-03-01 00:49:18.374532,41.8655,12.4691
83699,156,2014-03-01 00:49:23.709361,41.8655,12.4691
83700,156,2014-03-01 00:49:30.724382,41.8655,12.4691
83701,156,2014-03-01 00:49:37.709306,41.8655,12.4691
83702,156,2014-03-01 00:49:44.754261,41.8655,12.4691
83703,156,2014-03-01 00:49:51.718877,41.8661,12.4689
83704,156,2014-03-01 00:49:59.096282,41.8667,12.4687
83705,156,2014-03-01 00:50:05.772191,41.8673,12.4684
83706,156,2014-03-01 00:50:12.715625,41.8682,12.4681
83707,156,2014-03-01 00:50:20.694878,41.8689,12.468
83708,156,2014-03-01 00:50:34.523892,41.8697,12.4678
83709,156,2014-03-01 00:50:34.533044,41.8703,12.4676
83710,156,2014-03-01 00:50:45.260773,41.8707,12.4675
83711,156,2014-03-01 00:50:48.268650,41.8713,12.4674
83712,156,2014-03-01 00:50:54.713159,41.8721,12.4675
83713,156,2014-03-01 00:51:01.715454,41.8726,12.4676
83714,156,2014-03-01 00:51:08.713327,41.8731,12.4676
83715,156,2014-03-01 00:51:16.082884,41.8731,12.4676
83716,156,2014-03-01 00:51:22.679743,41.8731,12.4676
83717,156,2014-03-01 00:51:29.717211,41.8731,12.4676
83718,156,2014-03-01 00:51:37.109557,41.8731,12.4676
83719,156,2014-03-01 00:51:44.082802,41.8731,12.4676
83720,156,2014-03-01 00:51:51.256467,41.8731,12.4675
83721,156,2014-03-01 00:51:58.097540,41.8739,12.4676
83722,156,2014-03-01 00:52:04.679444,41.8748,12.4677
83723,156,2014-03-01 00:52:11.713662,41.8756,12.4677
83724,156,2014-03-01 00:52:18.749722,41.8767,12.4679
83725,156,2014-03-01 00:52:25.719754,41.8773,12.4679
83726,156,2014-03-01 00:52:33.043546,41.8778,12.4681
83727,156,2014-03-01 00:52:40.538651,41.8782,12.4675
83728,156,2014-03-01 00:52:47.082225,41.8787,12.4673
83729,156,2014-03-01 00:52:54.121677,41.8793,12.4671
83730,156,2014-03-01 00:53:01.101214,41.8802,12.4669
83731,156,2014-03-01 00:53:08.108332,41.8807,12.4672
83732,156,2014-03-01 00:53:15.069363,41.8814,12.4677
83733,156,2014-03-01 00:53:22.102551,41.8824,12.4685
83734,156,2014-03-01 00:53:29.082808,41.883,12.469000000000001
83735,156,2014-03-01 00:53:35.709455,41.8833,12.4693
83736,156,2014-03-01 00:53:42.715926,41.8833,12.4693
83737,156,2014-03-01 00:53:50.107448,41.8833,12.4693
83738,156,2014-03-01 00:53:57.082860,41.8833,12.4693
83739,156,2014-03-01 00:54:04.130402,41.8833,12.4693
83740,156,2014-03-01 00:54:10.718174,41.8833,12.4693
83741,156,2014-03-01 00:54:17.713976,41.8834,12.4695
83742,156,2014-03-01 00:54:24.717803,41.8837,12.4699
83743,156,2014-03-01 00:54:31.714853,41.8844,12.4704
83744,156,2014-03-01 00:54:38.686816,41.8851,12.470999999999998
83745,156,2014-03-01 00:54:45.715907,41.886,12.4716
83746,156,2014-03-01 00:54:53.217821,41.8864,12.472000000000001
83747,156,2014-03-01 00:54:59.738434,41.8867,12.4722
83748,156,2014-03-01 00:55:09.184336,41.8873,12.4728
83749,156,2014-03-01 00:55:14.100024,41.8878,12.4731
83750,156,2014-03-01 00:55:21.064259,41.8881,12.4734
83751,156,2014-03-01 00:55:28.120325,41.8884,12.4737
83752,156,2014-03-01 00:55:35.011937,41.8884,12.4737
83753,156,2014-03-01 00:55:41.717005,41.8884,12.4737
83754,156,2014-03-01 00:55:48.716133,41.8884,12.4737
83755,156,2014-03-01 00:55:55.685670,41.8885,12.4737
83756,156,2014-03-01 00:56:04.332030,41.8888,12.474
83757,156,2014-03-01 00:56:10.087236,41.8894,12.4742
83758,156,2014-03-01 00:56:17.080060,41.8898,12.4743
83759,156,2014-03-01 00:56:24.091975,41.89,12.4744
83760,156,2014-03-01 00:56:31.159962,41.8902,12.4744
83761,156,2014-03-01 00:56:38.114558,41.8902,12.4744
